Duration (in seconds),QID9,QID10,QID12,QID13,QID15,QID16,QID18,QID19,QID21,QID22,QID24,QID25,QID27,QID28,QID30,QID31,QID33,QID34,QID36,QID37,QID39,QID40,QID42,QID43,QID45,QID46,QID48,QID49,QID51,QID52,QID54,QID55,QID57,QID58,QID60,QID61,QID63,QID64,QID66,QID67,QID69,QID70,QID72,QID73,QID75,QID76,QID78,QID79,QID81,QID82,QID84,QID85,QID87,QID88,QID90,QID91,QID93,QID94,QID96,QID97,QID99,QID100,QID102,QID103,QID105,QID106,QID108,QID109,QID111,QID112,QID114,QID115,QID117,QID118,QID120,QID121,QID123,QID124,QID126,QID127,QID129,QID130,QID132,QID133,QID135,QID136,QID138,QID139,QID141,QID142,QID144,QID145,QID147,QID148,QID150,QID151,QID153,QID154,QID156,QID157,QID159,QID160,QID162,QID163,QID165,QID166,QID168,QID169,QID171,QID172,QID174,QID175,QID177,QID178,QID180,QID181,QID183,QID184,QID186,QID187,QID189,QID190,QID192,QID193,QID195,QID196,QID198,QID199,QID201,QID202,QID204,QID205,QID207,QID208,QID210,QID211,QID213,QID214,QID216,QID217,QID219,QID220,QID222,QID223,QID225,QID226,QID228,QID229,QID231,QID232,QID234,QID235,QID237,QID238,QID240,QID241,QID243,QID244,QID246,QID247,QID249,QID250,QID252,QID253,QID255,QID256,QID258,QID259,QID261,QID262,QID264,QID265,QID267,QID268,QID270,QID271,QID273,QID274,QID276,QID277,QID279,QID280,QID282,QID283,QID285,QID286,QID288,QID289,QID291,QID292,QID294,QID295,QID297,QID298,QID300,QID301,QID303,QID304,QID306,QID307,QID309,QID310,QID312,QID313,QID315,QID316,QID318,QID319,QID321,QID322,QID324,QID325,QID327,QID328,QID330,QID331,QID333,QID334,QID336,QID337,QID339,QID340,QID342,QID343,QID345,QID346,QID348,QID349,QID351,QID352,QID354,QID355,QID357,QID358,QID360,QID361,QID363,QID364,QID366,QID367,QID369,QID370,QID372,QID373,QID375,QID376,QID378,QID379,QID381,QID382,QID384,QID385,QID387,QID388,QID390,QID391,QID393,QID394,QID396,QID397,QID399,QID400,QID402,QID403,QID405,QID406,QID408,QID409,QID411,QID412,QID414,QID415,QID417,QID418,QID420,QID421,QID423,QID424,QID426,QID427,QID429,QID430,QID432,QID433,QID435,QID436,QID438,QID439,QID441,QID442,QID444,QID445,QID447,QID448,QID450,QID451,QID453,QID454,QID456,QID457,QID459,QID460,QID462,QID463,QID465,QID466,QID468,QID469,QID471,QID472,QID474,QID475,QID477,QID478,QID480,QID481,QID483,QID484,QID486,QID487,QID489,QID490,QID492,QID493,QID495,QID496,QID498,QID499,QID501,QID502,QID504,QID505,QID507,QID508,QID510,QID511,QID513,QID514,QID516,QID517,QID519,QID520,QID522,QID523,QID525,QID526,QID528,QID529,QID531,QID532,QID534,QID535,QID537,QID538,QID540,QID541,QID543,QID544,QID546,QID547,random
313,,,safe,5,,,,,,,violent,5,,,innocent,5,,,comfortable,5,,,,,,,successful,5,,,,,proud,5,,,,,excited,5,angry,5,nasty,5,,,strong,5,,,difficult,5,dead,5,,,,,busy,5,,,dark,5,,,,,stunning,5,,,,,,,sexy,5,,,,,,,,,,,,,insane,5,,,,,,,,,,,,,,,,,talented,5,,,,,adorable,5,dangerous,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36421
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proud,3,clean,2,,,stunning,2,,,excited,2,,,,,,,empty,4,,,,,,,,,,,wicked,1,,,,,excited,1,,,outdoor,3,,,strong,1,,,weird,1,confused,1,,,,,,,,,dark,5,,,,,young,4,,,,,,,,,,,,,healthy,3,,,insane,1,,,,,,,,,,,extreme,1,,,,,,,warm,2,talented,1,,,,,violent,2,,,dead,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16061
307,,,,,,,,,,,violent,3,,,clean,2,,,comfortable,2,,,,,,,successful,2,,,,,strong,4,,,,,weak,4,adorable,2,nasty,2,,,strong,2,,,,,,,creepy,3,,,busy,2,,,,,quiet,2,,,young,2,,,,,,,,,rough,4,,,,,,,dead,2,,,lonely,4,,,,,,,,,,,,,,,,,dirty,2,sexy,2,,,adorable,3,dangerous,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78514
491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adorable,3,,,,,,,,,violent,4,smooth,3,clean,3,,,,,,,,,,,successful,2,,,,,,,,,,,excited,4,adorable,2,,,healthy,3,strong,3,dark,5,,,,,healthy,3,,,,,,,,,,,,,young,5,,,,,,,,,,,,,,,,,,,,,weird,2,,,young,5,violent,3,,,,,dead,2,beautiful,3,,,dangerous,2,,,,,,,expensive,2,successful,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29134
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,2,safe,4,,,empty,2,,,,,,,clean,4,dangerous,3,,,talented,2,,,,,,,,,,,,,,,,,,,adorable,1,,,proud,2,,,fat,1,clever,1,,,,,bright,3,,,,,,,quiet,3,lazy,2,,,strong,4,,,funny,5,,,,,,,,,,,,,,,,,,,,,,,,,insane,3,busy,4,,,warm,5,,,sexy,4,,,,,,,successful,5,12342
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smooth,5,,,,,strong,4,talented,5,,,,,,,,,,,strong,4,,,faithful,5,,,,,,,healthy,4,,,,,difficult,5,sick,5,,,,,gorgeous,5,,,dark,5,,,,,young,5,strong,5,,,,,holy,5,creepy,5,,,smooth,5,,,,,,,lonely,5,,,young,5,,,healthy,5,,,busy,5,,,,,,,,,,,violent,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60938
386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clean,1,,,proud,1,,,,,,,,,strong,2,,,broken,2,extreme,1,,,,,crazy,1,,,divine,1,insane,1,,,,,,,,,tired,1,,,,,sick,1,,,,,gorgeous,1,,,,,,,,,stunning,1,,,fat,1,,,holy,3,,,creepy,1,,,christian,1,dead,1,,,,,,,,,sleepy,2,,,,,,,,,,,,,,,insane,1,nasty,1,,,,,12337
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weird,1,clean,3,,,stunning,2,,,smooth,3,,,,,,,empty,4,,,,,,,,,,,strong,3,,,,,excited,2,,,,,,,strong,3,,,difficult,1,sick,2,,,,,,,,,dark,5,,,,,young,4,,,,,,,,,,,,,healthy,5,,,extreme,1,,,,,,,,,,,extreme,2,,,,,,,clear,3,dangerous,2,,,,,violent,3,expensive,2,jealous,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87789
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,4,clean,2,,,,,tired,3,smooth,4,clean,1,faithful,3,,,,,,,,,successful,4.5,,,,,strong,2,,,,,,,adorable,1,outdoor,3,,,,,,,,,,,lonely,4,,,,,,,loud,2,quiet,3,,,,,,,,,faithful,1,sexy,3,,,,,,,deadly,2,,,,,lonely,4,,,young,4,,,,,,,,,,,warm,4,,,funny,5,,,,,,,,,44518
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weird,4,,,empty,4,stunning,4,insane,4,,,clean,4,,,,,,,,,,,,,extreme,3,,,,,faithful,5,,,excited,5,,,nasty,4,,,,,dark,4,,,,,creepy,4,,,busy,4,stupid,3,,,,,wicked,4,,,,,,,,,,,,,creepy,4,,,,,insane,3,loud,4,,,,,,,,,,,insane,4,,,evil,4,warm,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64326
503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smooth,5,,,dangerous,5,strong,4,,,,,,,successful,5,safe,3,cold,3,proud,3,,,,,,,adorable,5,,,healthy,3,tired,5,dark,5,clever,5,,,,,,,gorgeous,4,quiet,2,,,,,,,,,,,,,,,,,rough,4,,,fancy,1,,,,,loud,2,lonely,4,,,,,,,clear,5,,,,,,,,,,,,,,,violent,2,,,,,80945
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,4,clean,3,,,stunning,3,,,,,,,,,strong,5,,,,,,,,,,,,,,,difficult,3,,,excited,5,,,,,,,strong,5,dark,3,clever,4,,,,,,,shy,3,,,,,,,,,,,strong,4,,,,,sexy,4,loud,4,,,healthy,2,,,dead,3,,,,,,,,,,,,,,,busy,4,,,warm,5,dirty,2,,,,,adorable,3,dangerous,4,,,73367
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clean,4,,,,,violent,5,,,,,,,,,empty,4.5,,,,,,,,,,,,,,,faithful,2,,,,,nasty,3,proud,2,strong,4,,,,,sick,2,healthy,4,weird,4,,,,,,,quiet,1,,,hurt,3,,,,,funny,1,,,,,,,healthy,5,,,insane,1,clever,1,,,,,,,,,,,,,,,dead,2,,,dirty,1,fat,1,dangerous,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81518
624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proud,3.5,,,,,,,,,strong,5,,,broken,3,,,successful,5,,,,,,,divine,5,,,excited,4,,,,,,,tired,4,,,,,confused,4,creepy,4,,,shy,3,quiet,4,,,,,,,,,,,wicked,5,,,,,,,dark,3,,,,,dead,4,,,,,strong,4,stunning,5,sleepy,3,clear,5,,,,,beautiful,4,,,,,,,,,nasty,4,,,,,90480
639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adorable,1,,,,,clever,2,,,insane,2,,,,,faithful,2,strong,4,,,,,,,bitter,2,,,,,,,,,lazy,3,,,,,,,healthy,5,,,,,,,,,creepy,3,adorable,3,,,,,,,quiet,2.5,healthy,5,,,,,,,funny,5,sexy,2,,,,,,,holy,1.5,,,,,lonely,5,,,stunning,1,,,,,insane,4,busy,4,beautiful,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12032
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,3,,,,,,,,,,,,,clean,3,dangerous,4,strong,5,talented,3,,,,,successful,3,,,clever,2,,,difficult,3,,,,,adorable,3,outdoor,4,,,strong,2,,,,,,,lonely,3,,,shy,3,stupid,2,shy,3,,,healthy,3,,,,,,,,,,,,,,,,,,,,,,,,,strong,4,,,sleepy,1,,,,,,,beautiful,4,confused,3,,,,,,,,,,,,,76466
546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,4,safe,1,,,,,proud,2,,,smooth,2,,,,,,,,,,,extreme,1,,,safe,2,cold,2,proud,1,,,,,excited,3,,,,,,,,,,,clever,2,,,,,bright,1,,,,,,,,,healthy,5,,,,,,,faithful,1,,,,,,,,,,,insane,1,loud,1,lonely,5,,,,,,,clear,2,,,,,,,,,,,,,insane,2,adorable,2,extreme,1,,,94392
278,,,,,,,,,,,,,excited,3,,,,,,,,,,,,,,,,,crazy,3,,,faithful,2,,,excited,4,,,nasty,3,healthy,3,,,,,,,,,lonely,3,bright,3,busy,3,,,,,,,healthy,3,,,strong,4,fat,4,funny,3,,,,,,,,,,,extreme,2,,,lonely,2,,,,,,,,,successful,2,busy,3,,,,,dirty,2,funny,3,,,,,,,successful,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66144
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adorable,1,weird,1,,,,,stunning,1,,,,,clean,1,faithful,1,comfortable,1,,,adorable,2,safe,1,successful,5,safe,1,cold,1,,,difficult,1,,,,,,,,,,,,,,,,,,,,,,,,,,,dark,3,,,healthy,1,,,,,fat,3,,,,,,,dark,2,,,,,,,,,lonely,1,,,,,,,clear,1,,,,,,,clear,1,,,,,,,,,dangerous,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20819
630,,,,,,,,,proud,4,,,excited,5,,,dangerous,5,,,,,adorable,4,safe,5,,,extreme,3,cold,5,,,difficult,5,faithful,4,,,,,,,healthy,5,,,,,,,,,,,,,,,confused,4,,,,,,,,,,,fat,5,,,,,rough,4,dark,5,,,deadly,5,extreme,5,,,,,busy,5,stunning,5,dying,2,,,,,,,,,,,,,,,insane,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79757
580,empty,4,,,,,clever,3,stunning,2,,,,,,,faithful,3,,,,,broken,4,safe,4,,,safe,3,clever,3,,,difficult,4,,,,,,,,,,,,,,,,,,,,,bright,3,,,,,,,,,,,,,,,fat,4,,,,,,,,,healthy,2,deadly,4,,,,,,,busy,3,stunning,3,dying,3,,,insane,2,,,beautiful,3,,,,,,,dangerous,4,,,,,successful,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35790
562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,3,,,insane,3,,,clean,5,,,,,,,,,extreme,1,successful,4,,,,,,,,,,,,,dead,4,,,proud,3,,,,,,,,,creepy,3.5,,,,,quiet,3,loud,4,,,,,,,,,wicked,1.5,funny,5,sexy,4,,,,,,,holy,2,,,,,,,strong,5,stunning,3.5,sleepy,3,,,,,,,,,,,dirty,3,fat,5,dirty,2.5,,,,,,,82746
845,,,,,,,,,,,,,excited,4,clean,5,,,comfortable,5,,,christian,5,safe,5,,,,,,,,,,,faithful,5,,,,,,,healthy,5,,,dark,5,clever,2,,,lonely,5,,,busy,5,quiet,4,,,,,,,,,strong,5,fat,4,,,,,rough,5,,,,,deadly,5,,,,,,,busy,5,,,,,,,,,,,beautiful,2,clear,2,talented,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53390
718,empty,4,weird,2,,,,,difficult,3,,,,,,,,,,,,,,,,,lonely,2,,,,,proud,4,,,faithful,4,,,adorable,2,,,,,,,,,,,confused,2,,,,,shy,3,,,,,deadly,3,,,,,,,,,,,sexy,2,,,,,,,deadly,5,dead,2,difficult,3.5,,,busy,3,proud,2,,,healthy,1,successful,3,dead,2,,,,,,,,,insane,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97638
572,,,weird,1,weird,1,clever,1,,,,,,,clean,2,,,clear,1,,,,,,,lonely,1,,,,,,,,,,,weak,3,angry,1,,,,,strong,3,fat,1,difficult,3,,,,,bright,1,busy,3,stupid,1,,,,,,,,,,,fat,3,,,,,,,,,,,,,dead,3,,,,,,,,,,,extreme,3,insane,1,busy,2,,,confused,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16714
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weird,3,,,empty,3,,,,,,,clean,3,dangerous,4,,,,,christian,4,,,,,,,,,,,difficult,3,,,,,,,,,,,,,dark,4,clever,3,,,,,,,busy,4,quiet,3,,,deadly,3,,,,,,,,,,,funny,3,loud,3,,,,,holy,3,extreme,3,clever,2,lonely,3,,,,,violent,3,,,,,dead,3,,,,,,,,,,,violent,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11927
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,3,,,clean,3,,,,,insane,3,,,,,dangerous,3,,,,,,,extreme,2,successful,4,safe,3,crazy,3,,,,,,,,,,,,,,,,,,,,,,,lonely,5,,,,,,,shy,1,,,,,,,strong,3,fat,1,faithful,3,,,loud,3,creepy,1,,,,,,,,,lonely,4,strong,5,,,,,,,insane,4,,,,,warm,3,,,,,,,,,dangerous,4,,,77977
730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,1,,,violent,2,,,talented,1,dangerous,1,strong,1,,,,,safe,1,successful,1,,,,,,,difficult,2,,,,,,,,,,,,,dark,4,,,,,,,bright,1,,,,,,,quiet,1,,,,,,,fat,1,,,funny,1,loud,2,,,,,,,,,difficult,1,,,,,proud,1,sleepy,1,,,,,busy,1,,,,,,,fat,1,insane,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62050
