Duration (in seconds),QID9,QID10,QID12,QID13,QID15,QID16,QID18,QID19,QID21,QID22,QID24,QID25,QID27,QID28,QID30,QID31,QID33,QID34,QID36,QID37,QID39,QID40,QID42,QID43,QID45,QID46,QID48,QID49,QID51,QID52,QID54,QID55,QID57,QID58,QID60,QID61,QID63,QID64,QID66,QID67,QID69,QID70,QID72,QID73,QID75,QID76,QID78,QID79,QID81,QID82,QID84,QID85,QID87,QID88,QID90,QID91,QID93,QID94,QID96,QID97,QID99,QID100,QID102,QID103,QID105,QID106,QID108,QID109,QID111,QID112,QID114,QID115,QID117,QID118,QID120,QID121,QID123,QID124,QID126,QID127,QID129,QID130,QID132,QID133,QID135,QID136,QID138,QID139,QID141,QID142,QID144,QID145,QID147,QID148,QID150,QID151,QID153,QID154,QID156,QID157,QID159,QID160,QID162,QID163,QID165,QID166,QID168,QID169,QID171,QID172,QID174,QID175,QID177,QID178,QID180,QID181,QID183,QID184,QID186,QID187,QID189,QID190,QID192,QID193,QID195,QID196,QID198,QID199,QID201,QID202,QID204,QID205,QID207,QID208,QID210,QID211,QID213,QID214,QID216,QID217,QID219,QID220,QID222,QID223,QID225,QID226,QID228,QID229,QID231,QID232,QID234,QID235,QID237,QID238,QID240,QID241,QID243,QID244,QID246,QID247,QID249,QID250,QID252,QID253,QID255,QID256,QID258,QID259,QID261,QID262,QID264,QID265,QID267,QID268,QID270,QID271,QID273,QID274,QID276,QID277,QID279,QID280,QID282,QID283,QID285,QID286,QID288,QID289,QID291,QID292,QID294,QID295,QID297,QID298,QID300,QID301,QID303,QID304,QID306,QID307,QID309,QID310,QID312,QID313,QID315,QID316,QID318,QID319,QID321,QID322,QID324,QID325,QID327,QID328,QID330,QID331,QID333,QID334,QID336,QID337,QID339,QID340,QID342,QID343,QID345,QID346,QID348,QID349,QID351,QID352,QID354,QID355,QID357,QID358,QID360,QID361,QID363,QID364,QID366,QID367,QID369,QID370,QID372,QID373,QID375,QID376,QID378,QID379,QID381,QID382,QID384,QID385,QID387,QID388,QID390,QID391,QID393,QID394,QID396,QID397,QID399,QID400,QID402,QID403,QID405,QID406,QID408,QID409,QID411,QID412,QID414,QID415,QID417,QID418,QID420,QID421,QID423,QID424,QID426,QID427,QID429,QID430,QID432,QID433,QID435,QID436,QID438,QID439,QID441,QID442,QID444,QID445,QID447,QID448,QID450,QID451,QID453,QID454,QID456,QID457,QID459,QID460,QID462,QID463,QID465,QID466,QID468,QID469,QID471,QID472,QID474,QID475,QID477,QID478,QID480,QID481,QID483,QID484,QID486,QID487,QID489,QID490,QID492,QID493,QID495,QID496,QID498,QID499,QID501,QID502,QID504,QID505,QID507,QID508,QID510,QID511,QID513,QID514,QID516,QID517,QID519,QID520,QID522,QID523,QID525,QID526,QID528,QID529,QID531,QID532,QID534,QID535,QID537,QID538,QID540,QID541,QID543,QID544,QID546,QID547,random
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,safe,1,,,,,,,,,smooth,3,clean,1,,,,,,,,,,,,,,,,,strong,2,,,,,excited,4,dead,1,,,healthy,2,,,,,clever,3,,,,,bright,3,,,quiet,2,,,quiet,2,,,young,1,,,,,,,,,,,,,,,holy,1.5,insane,4,clever,4,,,,,,,dying,1,clear,2,,,,,beautiful,3,,,,,funny,1,,,,,,,successful,1,20006
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confused,1,,,,,comfortable,2,,,,,,,,,,,cold,3,,,,,,,excited,2,angry,2,outdoor,3,evil,4,,,dark,4,,,,,,,bright,3,busy,2,confused,2,,,,,lazy,2,,,,,,,dumb,2,funny,2,,,,,,,,,insane,1,,,insane,2,busy,2,,,,,,,,,,,evil,2,,,,,,,dangerous,3,,,,,jealous,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53283
443,,,weird,2,weird,2,clever,2,difficult,3,,,,,,,,,comfortable,3,,,,,extreme,2,,,,,,,,,,,faithful,3,weak,2,,,,,healthy,3,tired,3,,,,,dead,3,healthy,2,adorable,2,,,,,,,,,,,stunning,2,,,fat,2,,,funny,3,,,,,,,,,,,,,,,,,stunning,2,dying,2,,,,,,,,,,,,,,,dangerous,3,adorable,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73218
845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,2,,,,,,,,,insane,3,,,,,,,,,,,,,,,,,,,,,,,,,faithful,2,,,,,outdoor,2,,,,,dark,2,clever,3,,,,,bright,3,,,quiet,2,dark,3,,,lazy,2,,,strong,3,,,,,,,rough,3,,,smooth,2,,,,,,,weird,3,,,,,,,clear,3,shy,2,busy,3,,,,,dangerous,3,,,,,,,dangerous,4,jealous,2,22658
841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,1,,,,,,,stunning,2,,,,,,,,,,,,,,,extreme,1,successful,1,,,cold,1,,,,,,,excited,2,,,,,,,,,dark,5,,,dead,1,,,,,busy,1,,,,,,,,,,,strong,1,,,,,funny,2,,,,,healthy,1,,,,,,,,,,,,,dying,3,healthy,1,shy,1,busy,2,dead,3,,,dangerous,1,,,,,violent,1,dangerous,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62542
845,,,,,,,,,,,violent,1,,,,,,,,,sexy,1,broken,4,,,,,,,crazy,3,proud,4,,,,,,,angry,3,nasty,1,,,,,fat,1,difficult,2,,,,,,,,,confused,1,loud,3,,,healthy,3,,,,,,,,,,,,,,,fancy,2,deadly,4,dead,3,,,lonely,2,busy,2,,,,,,,,,busy,1,,,warm,3,,,,,,,,,,,dead,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45245
333,empty,3.5,weird,3,,,,,difficult,4,,,,,,,,,clear,3,,,,,,,lonely,2,,,,,,,difficult,5,faithful,5,,,,,,,healthy,4,,,,,,,,,,,,,busy,3,,,loud,4,,,wicked,3,,,,,,,,,,,,,nasty,3,fancy,2,deadly,5,dead,2,,,,,busy,3,,,,,healthy,2,,,,,beautiful,3,,,,,,,dangerous,4,,,extreme,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290
660,empty,4,,,,,,,,,,,smooth,4,clean,4,dangerous,4,,,talented,3,broken,4,,,successful,5,safe,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quiet,3,,,,,,,fat,4,faithful,3,,,rough,4,dark,3,,,,,,,difficult,3,,,,,proud,4,,,clear,2,,,,,dead,4,,,dirty,2,,,,,,,dangerous,5,successful,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65524
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adorable,2.5,,,,,,,difficult,1.5,violent,5,,,,,,,,,empty,2,,,safe,2,successful,3,safe,2,,,,,,,,,,,,,,,,,,,,,difficult,4,confused,3,,,,,,,,,,,,,,,,,,,fat,5,,,,,,,,,healthy,3,deadly,5,,,difficult,3,,,,,young,4,,,,,successful,3,,,,,clear,3,talented,2,funny,1,,,adorable,1,expensive,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59085
1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,3,,,,,,,,,,,,,sexy,2,,,extreme,3,,,weird,4,cold,3,,,,,faithful,3,weak,2,,,,,healthy,3,,,jealous,2,,,,,,,,,,,,,,,clever,2,,,young,3.5,strong,3,,,,,,,creepy,5,creepy,3,,,,,,,difficult,4,,,busy,4,,,,,,,,,,,beautiful,5,,,dangerous,2,,,insane,3,,,extreme,4,,,79268
454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adorable,2,proud,2,,,,,,,,,smooth,3,,,,,,,,,,,,,,,weird,4,clever,4,,,divine,2,,,,,dead,4,outdoor,3,,,tired,3,,,difficult,1,,,lonely,4,,,gorgeous,3,confused,1,,,,,lazy,4,hurt,1.5,,,,,,,,,,,creepy,2,,,,,dead,4,,,,,,,stunning,1,,,,,,,,,,,warm,2,,,sexy,5,,,,,,,,,71407
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clever,3,difficult,4,,,,,clean,4,,,,,sexy,3,broken,3,safe,3,successful,3,,,,,,,,,,,,,adorable,3,,,evil,1,,,dark,3,,,confused,3,,,bright,4,,,,,loud,4,,,,,,,,,,,,,holy,4,,,,,healthy,3,,,,,,,lonely,4,,,,,violent,2,clear,4,,,busy,3.5,,,,,,,,,dangerous,4,,,,,,,88755
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,5,,,violent,3,smooth,4,,,,,,,,,,,,,successful,5,safe,4,cold,5,,,faithful,3,,,,,,,,,healthy,3,,,dark,5,,,,,,,,,busy,5,quiet,5,dark,5,,,,,,,,,,,,,holy,4,,,,,,,christian,4,,,,,,,,,,,,,healthy,4,,,,,dead,4,,,,,,,dirty,4,violent,2.5,expensive,4,successful,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98167
1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confused,1,,,,,clear,1,empty,4,,,,,,,extreme,2,,,strong,2,,,,,excited,1,adorable,1,,,,,strong,1,,,,,,,,,,,,,,,dark,5,,,wicked,2,hurt,4,strong,1,wicked,1,dumb,1,,,,,dark,5,,,,,,,,,,,strong,1,young,5,,,,,successful,1,,,,,clear,1,,,,,,,,,,,jealous,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71519
362,empty,5,,,sleepy,1,,,,,,,,,innocent,3,faithful,2,,,,,,,safe,5,,,extreme,4,,,proud,4,,,,,creepy,2,,,,,,,strong,3,,,difficult,3,dead,4,lonely,4,weird,3,,,,,,,clever,4,,,stunning,2,strong,3,,,,,,,rough,3,,,,,,,,,,,,,,,,,sleepy,2,,,,,,,,,warm,3,,,,,,,nasty,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47455
1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weird,3,,,,,insane,2,,,,,faithful,3,strong,3,,,,,,,,,,,,,proud,2,,,faithful,3,creepy,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wicked,3,funny,5,,,,,,,healthy,5,christian,1,,,difficult,1,lonely,3,strong,4,,,,,,,insane,3,,,beautiful,5,,,dangerous,5,,,,,adorable,3,expensive,4,successful,2,13355
1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clean,3,empty,4,,,violent,4,confused,4,,,,,,,,,,,,,,,,,,,strong,3,,,lazy,3,,,angry,3,deadly,3,evil,4,,,,,clever,2,,,healthy,5,bright,3,,,quiet,4,,,,,,,,,,,,,,,,,loud,4,,,,,christian,3,,,,,,,busy,3,young,4,,,,,,,,,,,,,,,fat,2,dangerous,3,,,,,jealous,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10242
724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,3,weird,2,,,,,,,,,,,innocent,2,faithful,3.5,comfortable,1,,,,,safe,3,,,,,,,strong,4,,,lazy,3,excited,3,,,outdoor,5,,,strong,5,,,clever,2,sick,1,,,,,,,,,,,quiet,4,,,young,5,,,,,,,,,,,,,healthy,4,,,,,,,,,,,young,5,violent,3,,,,,dead,5,,,clear,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36529
562,,,,,,,,,,,tired,1,excited,4,,,faithful,2,,,sexy,1,christian,3,safe,5,lonely,2,,,,,,,,,,,,,,,,,healthy,5,,,,,difficult,3,,,lonely,4,,,gorgeous,1,,,,,,,,,,,strong,4,,,,,,,rough,4,,,,,,,extreme,2,,,,,,,proud,3,,,,,,,busy,2,dead,1,,,,,fat,2,,,,,extreme,2,jealous,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90050
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clever,3,,,tired,3,smooth,5,,,,,strong,3,talented,4,,,evil,2,successful,5,extreme,4,clever,2,,,,,,,,,,,,,,,,,fat,3,,,,,,,,,gorgeous,4,confused,1,,,,,lazy,4,,,,,,,dumb,3,holy,5,,,,,,,,,dead,5,,,,,,,,,,,clear,4,,,,,,,,,,,sexy,2,insane,3,,,expensive,4,,,36398
533,,,,,clean,2,,,difficult,4,,,,,,,,,clear,1,,,,,,,,,,,,,proud,3,difficult,4,faithful,5,,,adorable,1,,,,,strong,2,fat,1,,,,,,,,,,,,,loud,1,,,healthy,4,,,,,,,,,sexy,2,,,,,,,deadly,5,,,difficult,3,insane,1,,,,,sleepy,1,,,shy,1,,,,,confused,1,dirty,1,,,,,adorable,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52988
596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clean,4,,,,,,,,,,,,,strong,5,talented,2,christian,4,,,,,,,,,,,,,,,excited,5,,,outdoor,4.5,,,strong,5,,,,,,,healthy,2,,,,,,,,,quiet,4,,,young,3,strong,5,,,,,,,,,dark,5,,,holy,3,,,,,,,strong,3,stunning,4,sleepy,5,,,insane,5,busy,5,beautiful,4,,,dangerous,4,,,,,,,,,,,13610
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cute,1,,,,,,,,,violent,3,,,,,,,,,talented,2,,,,,successful,1,,,,,wicked,1,,,faithful,1,,,,,,,,,tired,1,,,,,,,,,,,,,quiet,2,loud,3,,,,,hurt,3,ugly,1,,,,,funny,1,loud,3,,,,,holy,1,,,,,weird,3,ugly,1,,,,,,,shy,2,,,,,clear,3,,,,,,,violent,3,,,successful,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15231
590,,,weird,2,,,clever,2,,,,,,,,,,,strong,2,,,,,,,,,,,clever,3,,,,,,,excited,2,,,nasty,3,,,,,,,,,,,,,,,busy,4,confused,3,,,deadly,4,,,young,4,,,fat,5,funny,3,funny,3,,,dark,2,healthy,3,,,,,,,lonely,4,busy,3,,,sleepy,3,clear,2,,,,,,,,,,,,,dangerous,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70224
2868,adorable,3,,,clean,3,,,stunning,3.5,,,confused,3,,,dangerous,3,,,,,,,evil,3,,,,,cold,3,,,divine,3,faithful,4,,,,,,,,,,,fat,2,,,,,,,,,,,,,,,,,wicked,4,,,,,,,,,,,,,,,smooth,4,christian,4,,,,,,,strong,3,,,violent,3,healthy,3,,,nasty,4,,,confused,3,,,,,dirty,3,,,,,dead,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88108
485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weird,1,clean,3,empty,5,difficult,1,,,smooth,1,innocent,2,,,comfortable,1,,,christian,3,extreme,2,,,,,cold,5,,,divine,2,,,,,,,,,,,,,,,weird,1,,,,,,,,,,,,,,,,,,,,,violent,2,,,,,,,dark,5,,,,,insane,3,,,,,,,,,violent,3,extreme,1,,,dead,3,dead,1,,,,,,,,,,,expensive,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21820
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,talented,5,,,,,,,,,extreme,5,,,safe,5,,,,,,,faithful,5,,,,,,,healthy,5,strong,5,,,clever,5,sick,5,healthy,5,bright,5,busy,5,,,,,,,,,hurt,5,,,,,,,,,loud,5,,,healthy,5,,,,,difficult,5,,,strong,5,young,5,,,,,,,nasty,5,,,clear,5,,,,,,,violent,5,,,,,97377
448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faithful,2,,,,,,,,,,,safe,2,,,,,,,,,weak,4,adorable,3,deadly,1,proud,4,,,fat,4,,,dead,4,lonely,2,adorable,4,gorgeous,3,,,,,deadly,2,healthy,4,,,,,,,funny,2,,,,,,,fancy,4,,,,,difficult,2,,,,,proud,1,,,,,,,,,,,,,dangerous,4,sexy,1,dangerous,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80506
