Duration (in seconds),QID15,QID16,QID18,QID19,QID21,QID22,QID24,QID25,QID27,QID28,QID30,QID31,QID33,QID34,QID36,QID37,QID39,QID40,QID42,QID43,QID45,QID46,QID48,QID49,QID51,QID52,QID54,QID55,QID57,QID58,QID60,QID61,QID63,QID64,QID66,QID67,QID69,QID70,QID72,QID73,QID75,QID76,QID78,QID79,QID81,QID82,QID84,QID85,QID87,QID88,QID90,QID91,QID93,QID94,QID96,QID97,QID99,QID100,QID102,QID103,QID105,QID106,QID108,QID109,QID111,QID112,QID114,QID115,QID117,QID118,QID120,QID121,QID123,QID124,QID126,QID127,QID129,QID130,QID132,QID133,QID135,QID136,QID138,QID139,QID141,QID142,QID144,QID145,QID147,QID148,QID150,QID151,QID153,QID154,QID156,QID157,QID159,QID160,QID162,QID163,QID165,QID166,QID168,QID169,QID171,QID172,QID174,QID175,QID177,QID178,QID180,QID181,QID183,QID184,QID186,QID187,QID189,QID190,QID192,QID193,QID195,QID196,QID198,QID199,QID201,QID202,QID204,QID205,QID207,QID208,QID210,QID211,QID213,QID214,QID216,QID217,QID219,QID220,QID222,QID223,QID225,QID226,QID228,QID229,QID231,QID232,QID234,QID235,QID237,QID238,QID240,QID241,QID243,QID244,QID246,QID247,QID249,QID250,QID252,QID253,QID255,QID256,QID258,QID259,QID261,QID262,QID264,QID265,QID267,QID268,QID270,QID271,QID273,QID274,QID276,QID277,QID279,QID280,QID282,QID283,QID285,QID286,QID288,QID289,QID291,QID292,QID294,QID295,QID297,QID298,QID300,QID301,QID303,QID304,QID306,QID307,QID309,QID310,QID312,QID313,QID315,QID316,QID318,QID319,QID321,QID322,QID324,QID325,QID327,QID328,QID330,QID331,QID333,QID334,QID336,QID337,QID339,QID340,QID342,QID343,QID345,QID346,QID348,QID349,QID351,QID352,QID354,QID355,QID357,QID358,QID360,QID361,QID363,QID364,QID366,QID367,QID369,QID370,QID372,QID373,QID375,QID376,QID378,QID379,QID381,QID382,QID384,QID385,QID387,QID388,QID390,QID391,QID393,QID394,QID396,QID397,QID399,QID400,QID402,QID403,QID405,QID406,QID408,QID409,QID411,QID412,QID414,QID415,QID417,QID418,QID420,QID421,QID423,QID424,mTurkCode
316,"lady,birthday",2,,,,,,,,,,,,,,,,,,,,,,,,,"girl,performance",2,,,,,,,,,,,,,,,,,"boy,beauty",2,,,,,"birthday,lady",3,,,,,,,,,"god,holiday",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phone,country",2,"god,holiday",2,"hair,beer",2,,,,,,,,,,,,,,,"morning,dog",2,,,,,,,"artist,girl",3,,,,,,,,,,,,,,,,,,,,,,,"training,security",2,,,,,,,,,"feelings,relationship",3,,,,,,,,,"relationship,girl",2,,,,,,,,,,,"child,weight",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wedding,hair",4,,,,,,,,,,,,,"wings,country",1.5,"wedding,area",1,,,,,,,"area,wedding",1,,,,,,,,,,,,,,,"birthday,ocean",3,"birthday,ocean",2,,,,,,,,,,,
513,"lady,history",5,,,,,,,,,,,,,,,"god,girl",3,,,,,"feelings,birthday",5,,,,,"country,night",3,"beer,performance",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lady,wings",2,,,,3,,,,,,,,,,,"training,dog",3,,,,,,,"child,beauty",3,,,,,,,,,,,,,,,,,,,,,"apple,dog",3,,,,,,,,,,,,,,,,,"legs,lady",3,,,,,,,,,"girl,apple",3,,,"girl,apple",4,,,,,"morning,night",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wedding,hair",3,,,,,"hair,apple",3,,,"birthday,ocean",3,,,,,,,,,,,,,,,,,,,,,,,"legs,artist",4,,,"hair,god",3,,,,,,,,,"artist,room",4,,,,,
431,"lady,birthday",5,"lady,birthday",5,"performance,chocolate",4,,,,,,,"hair,lady",4,,,,,,,,,,,,,,,,,,,,,,,,,,,"lady,hair",5,"birthday,performance",5,,,"beauty,performance",5,,,,,"lady,hair",5,"god,country",5,,,,,,,,,,,,,,,,,"food,beauty",5,,,,,,,,,,,"birthday,lady",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,girl",5,,,,,,,,,"night,dog",5,"birthday,weight",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"country,hair",5,,,,,,,,,,,,,,,,,,,"performance,birthday",5,,,,,"area,birthday",5,,,,,,,,,,,,,"ocean,god",4,,,"area,wedding",5,,,"gift,artist",5,,,,,,,,,,,,,,,,,,,,,,,
284,"lady,birthday",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"performance,god",2,,,,,,,,,,,,,,,"god,holiday",3,,,,,,,,,,,,,"heart,beauty",3,,,,,,,,,"morning,girl",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"god,beer",1,,,,,,,,,,,,,,,"morning,girl",2,,,"night,dog",3,,,"phone,dog",3,,,,,,,,,,,,,,,,,,,,,,,"girl,apple",4,,,,,,,,,"morning,god",2,,,"girl,car",2,,,"child,weight",2.5,,,,,,,,,,,,,,,,,"morning,dog",1,,,,,,,,,,,,,"wedding,dog",2,,,,,,,"country,wedding",2,,,,,,,,,,,,,,,,,"wedding,area",2.5,,,"dog,artist",2,,,,,"wedding,apple",3,,,,,"birthday,performance",2,,,,,,,,,,,,,,,,,,,,,
557,"lady,birthday",4,,,,,"beauty,lady",3,,,,,,,,,"performance,girl",3,,,,,,,,,,,dog,5,,,,,,,,,,,lady,4,,,,,performance,3,,,,,lady,4,,,,,,,"god,holiday",4,,,,,,,,,,,beauty,4,,,"morning,girl",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child,beauty",3,"artist,morning",3,"god,heart",3,,,,,,,hair,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beauty,4,,,,,,,,,,,,,,,,,,,,,,,"wings,car",3,"car,wings",3,,,,,"chocolate,beauty",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"beer,birthday",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,money,4,,,,,,,
585,"lady,birthday",2,,,,,"beauty,lady",4,"beauty,lady",4,,,,,,,,,,,,,,,,,,,"dog,night",2,,,,,,,,,,,,,,,"performance,beauty",3,,,,,,,,,,,,,"hair,lady",3,,,,,,,,,,,,,,,,,,,"morning,girl",1,,,,,,,,,,,,,,,,,,,,,,,"dog,lady",1,,,"apple,beauty",2,"child,beauty",1,,,,,,,"wedding,girl",2,"wedding,girl",2,,,,,,,,,"weight,girl",1,,,,,,,,,,,,,,,,,,,"dog,lady",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child,beauty",3,"chocolate,beauty",3,,,,,,,,,,,,,,,,,,,,,,,"dog,country",2,,,,,,,,,,,,,,,,,,,,,,,"area,birthday",1,,,,,,,,,,,,,,,,,,,,,,,"legs,artist",3,,,,,,,,,,,,,"wings,artist",1,,,,,
316,"lady,birthday",4,,,"performance,god",3,,,,,"business,feelings",3,"hair,lady",4,,,,,"hair,lady",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"country,god",3,,,,,,,,,"morning,girl",4,,,,,"lady,girl",4,,,"dog,lady",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wedding,girl",4,,,"hair,relationship",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"feelings,relationship",3,,,,,,,,,,,,,,,,,,,,,"girl,wings",2,,,,,"business,beauty",4,,,,,,,"area,hair",4,"dog,morning",4,,,,,"morning,girl",4,,,"country,hair",5,,,,,,,,,,,,,,,,,,,,,"phone,artist",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"area,wedding",3,,,,,,,,,
666,"lady,birthday",4,,,,,,,,,,,,,"lady,beer",3,,,,,,,,,,,,,,,"beer,performance",4,,,,,,,,,,,"birthday,performance",3,,,,,,,,,,,,,,,,,,,,,"lady,hair",2,,,,,,,,,"morning,artist",4,,,,,,,,,,,,,"god,security",3,,,,,,,,,,,"dog,lady",4,"training,dog",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"apple,dog",3,,,,,"dog,feelings",3,,,"birthday,chocolate",2,"dog,lady",4,,,,,,,"beauty,heart",4,,,"feelings,relationship",4,,,,,,,,,,,,,,,,,,,"girl,wings",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wedding,dog",4,,,,,,,,,,,,,,,,,,,,,,,"hair,country",2,,,,,,,,,"night,god",2,,,,,,,,,,,,,,,,,,,,,,,,,,,"business,birthday",2,,,
637,"lady,birthday",4,,,,,,,,,,,,,,,"performance,god",4,,,,,,,,,,,,,,,,,,,"performance,god",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"heart,beer",5,,,,,,,,,,,,,,,,,,,,,,,"beer,heart",2,"phone,country",4,,,,,,,,,,,,,,,"artist,weight",5,,,,,,,,,,,,,,,,,,,,,,,,,,,"dog,feelings",5,,,,,,,,,,,,,,,,,,,"girl,morning",2,,,,,,,,,,,"morning,god",2,"artist,country",4,,,,,,,,,,,,,,,"morning,girl",2,,,,,,,"morning,dog",3,,,,,,,,,,,,,"wedding,dog",4,,,,,"chocolate,dog",2,"wedding,hair",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hair,money",1,,,,,,,,,"wedding,hair",3,,,,,,,,,,,"business,birthday",2,"god,artist",1,
644,"lady,birthday",5,,,,,,,,,,,,,,,,,,,"feelings,performance",3,,,,,,,,,,,"performance,god",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lady,girl",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"business,feelings",2.5,,,,,,,,,"dog,feelings",3,,,"morning,artist",4,,,"dog,lady",4,,,,,,,"food,beauty",4,"feelings,relationship",4,,,,,,,,,"night,artist",4,,,,,,,,,,,"girl,wings",2,,,,,,,,,,,,,,,,,,,,,"performance,girl",4,"performance,girl",4,,,,,,,"wedding,dog",4,,,,,"money,dog",3,,,,,,,,,"night,artist",4,"hair,country",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,city",4,,,,,,,"area,wedding",2,,,,,,,,,
802,"lady,birthday",3,,,,,,,,,,,,,,,,,,,,,,,,,"beauty,performance",1,"dog,night",1,,,,,,,,,"performance,god",1,,,,,,,,,"beauty,performance",1,,,,,,,,,,,,,,,,,"country,god",3,,,,,,,,,"morning,girl",1,"morning,girl",3,,,"lady,girl",4,,,,,,,,,"beer,heart",1,"phone,god",1,,,,,,,,,"beauty,apple",1,,,,,,,,,,,,,,,"hair,country",1,,,,,,,,,"night,dog",1,,,,,,,,,,,"birthday,chocolate",1,,,,,,,"food,beauty",1,,,,,,,,,"girl,morning",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wedding,dog",3,,,,,,,,,,,,,,,,,,,,,,,"wings,country",1,,,,,,,,,,,,,,,,,,,,,,,,,,,"birthday,ocean",1,,,,,,,,,,,
264,"lady,birthday",4,"lady,birthday",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"performance,god",3,,,,,,,,,,,"performance,boy",3,,,,,,,,,"country,holiday",3,,,,,,,,,,,,,,,"food,chocolate",3,,,,,,,,,,,"lady,girl",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"morning,history",3,,,,,,,,,,,"business,feelings",3,,,,,,,,,,,,,,,,,,,,,"dog,legs",3,,,"beauty,heart",3,"feelings,relationship",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"area,chocolate",3,,,"morning,dog",3,,,,,,,"beer,hair",3,,,,,,,"wedding,dog",3,,,,,,,,,,,,,,,,,,,,,"wings,hair",3,,,,,,,,,"ocean,god",3,"area,wedding",3,,,,,,,,,,,,,,,"birthday,ocean",3,,,,,,,,,,,,,
349,"lady,birthday",4,,,,,,,,,,,,,,,,,,,,,,,"performance,beauty",,"beauty,performance",3,,,,,,,,,,,,,,,,,,,"beauty,performance",3,,,,,"lady,hair",3,,,,,"hair,lady",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"apple,beauty",3,,,"artist,weight",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"food,beauty",4,,,,,,,,,,,"girl,morning",4,,,,,,,,,,,,,,,,,"child,beauty",4,"chocolate,business",4,"chocolate,business",2,"beer,wedding",3,"morning,girl",3,,,,,,,,,"performance,girl",4,,,,,,,,,,,,,"hair,country",4,,,,,"wedding,hair",4,,,"performance,birthday",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"money,business",4,,,,,,,
703,"lady,birthday",3,,,,,,,"beauty,lady",4,,,,,"lady,beer",4,,,,,,,,,,,,,,,,,,,,,,,,,"lady,birthday",4,,,,,,,,,"birthday,lady",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"god,holiday",3,,,,,"dog,lady",4,,,,,,,,,,,,,,,,,,,,,"artist,girl",3,"business,feelings",3,,,,,,,,,,,,,,,,,,,,,,,"heart,beauty",4,,,,,,,,,,,,,"night,artist",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dog,country",3,,,"wedding,dog",4,,,,,,,"chocolate,dog",3,,,,,,,,,,,,,,,,,"wings,hair",4,,,"birthday,wings",4,,,,,,,,,,,"gift,artist",4,,,,,"artist,city",4,,,,,,,,,"money,business",5,,,,,"god,artist",4,
388,"lady,birthday",2,,,,,,,"beauty,lady",5,,,,,,,,,,,"feelings,performance",3,"feelings,performance",4,,,,,,,,,,,"god,performance",4,,,"performance,god",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dog,lady",4,,,"beauty,apple",2,,,,,,,,,,,"wedding,girl",4,,,,,,,,,,,,,,,,,,,,,"dog,feelings",4,,,,,,,,,,,,,,,,,"feelings,relationship",2,,,"girl,morning",3,,,,,,,,,,,,,,,"girl,wings",2,,,,,,,,,,,,,,,"dog,morning",2,,,,,,,"performance,girl",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"area,birthday",3,,,,,,,"birthday,wings",2,,,,,,,,,"hair,god",2,,,,,,,,,,,,,"birthday,ocean",3,"area,wedding",4,,,,,,,,,
590,"lady,birthday",2,,,,,"beauty,training",1,,,,,"chocolate,lady",2,,,,,,,"feelings,birthday",4,,,,,,,,,,,,,,,"performance,god",1,,,,,"chocolate,birthday",1,,,,,,,,,,,,,,,,,,,"lady,hair",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,weight",2,,,,,,,,,"hair,relationship",4,,,,,,,,,,,,,"birthday,area",3,,,,,,,,,"dog,lady",4,,,,,,,"food,beauty",2,,,,,,,,,,,,,,,,,,,,,,,,,,,"weight,beauty",5,,,"chocolate,beauty",2,,,"history,girl",4,,,,,"chocolate,morning",3,"chocolate,dog",2,,,,,,,,,,,,,,,,,"dog,phone",2,"chocolate,dog",3,,,,,,,,,,,,,,,"wings,hair",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,"lady,birthday",4,,,,,,,,,"business,feelings",2,,,,,,,"hair,lady",4,,,,,,,,,,,,,,,,,,,,,,,"birthday,performance",3,,,,,"beauty,performance",4,"birthday,lady",2,,,,,,,,,,,,,,,,,"heart,beer",3,,,,,,,,,,,,,,,,,,,,,,,"artist,heart",3,"god,country",3,,,"hair,beer",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"night,dog",3,,,"birthday,weight",4,,,,,"phone,artist",3,"birthday,chocolate",4,,,"training,security",2,,,,,,,,,,,,,,,,,"night,artist",2,,,,,,,"artist,ocean",1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hair,country",3,"area,birthday",3,,,,,,,,,,,,,,,,,,,,,,,,,"legs,artist",2,,,,,,,,,,,,,,,,,,,
843,"lady,birthday",3,,,,,,,,,,,,,,,,,,,,,,,"performance,beauty",2,,,,,,,"performance,god",3,,,,,,,,,,,,,,,"beauty,chocolate",1,,,"lady,money",1,,,,,"hair,lady",4,,,,,,,,,,,"chocolate,beauty",2,"beauty,chocolate",2,,,,,,,,,,,,,,,,,"heart,artist",2,,,,,,,,,,,,,"beauty,apple",3,"apple,beauty",4,,,,,,,,,,,"wedding,girl",4,,,,,,,,,,,,,,,,,,,,,"phone,artist",2,,,"dog,lady",4,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,country",3,,,,,,,,,,,,,,,,,,,,,,,,,,,"performance,girl",2,,,,,"dog,country",1,,,,,"hair,text",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"night,god",1,,,,,,,,,,,,,,,,,,,,,,,,,,,"phone,birthday",2,,,
442,"lady,birthday",3.5,,,,,,,,,,,,,,,"performance,girl",1.5,,,,,,,,,,,,,,,,,,,"baby,performance",2.5,,,,,,,,,,,,,,,,,,,"heart,apple",2.5,,,,,"lady,hair",2.5,,,,,,,,,,,,,,,,,,,,,,,"dog,lady",3.5,,,"beer,heart",2.5,,,,,,,,,,,,,,,,,"money,child",2.5,,,"beer,heart",2,,,,,"wedding,girl",2.5,,,,,"artist,girl",2.5,,,"morning,girl",2.5,,,,,,,"phone,feelings",3.5,,,,,,,,,,,,,,,,,,,,,"girl,morning",2.5,,,,,,,,,,,,,,,"wings,girl",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,city",2.5,"birthday,performance",3.5,,,"artist,city",2.5,,,,,,,,,,,"wings,artist",2.5,,,"death,artist",2,
353,"lady,birthday",4,,,"performance,god",3,"beauty,lady",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lady,hair",3,,,,,,,,,,,,,,,,,,,"apple,holiday",3,,,,,"morning,god",3,,,,,,,"morning,artist",3,"morning,girl",3,"morning,girl",3,"lady,girl",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,girl",3,,,,,,,,,"night,dog",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"night,god",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dog,country",3,,,,,,,,,,,,,"wedding,hair",3,,,"phone,artist",3,,,,,,,,,"wings,hair",3,,,,,dog,2,,,,,,,,,,,,,,,,,"wedding,hair",3,,,,,,,,,,,"business,birthday",3,,,
468,"lady,birthday",4,,,,,,,,,,,,,"lady,beer",4,,,,,,,,,,,,,"dog,night",4,"beer,god",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lady,hair",4,,,,,,,"beauty,chocolate",4,,,,,,,,,,,"birthday,lady",4,,,"apple,security",4,,,,,,,"god,holiday",4,,,,,"training,dog",5,,,,,,,,,"beer,heart",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"relationship,beauty",3,"morning,god",4,,,,,,,,,"weight,beauty",4,,,,,,,,,,,,,"morning,chocolate",4,,,,,,,,,,,"ocean,country",3,,,,,,,,,,,,,,,,,,,,,,,,,,,"wings,hair",4,,,"area,weight",4,,,,,,,,,"area,wedding",4,,,,,,,,,,,,,,,,,"area,wedding",4,,,,,,,,,
432,"lady,birthday",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"text,god",4,"god,text",4,,,"baby,god",2,,,,,,,,,,,"birthday,lady",3,,,,,,,"hair,lady",4,,,,,,,"country,god",3,"heart,beer",3,,,,,,,,,"morning,girl",3,,,,,,,,,"god,security",3,"beer,heart",2,,,,,,,,,,,,,,,"apple,beauty",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"girl,morning",3,,,,,,,,,,,"wings,girl",2,"girl,wings",3,,,,,,,,,,,"morning,girl",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dog,artist",2,,,,,,,,,,,"birthday,performance",4,"artist,city",4,,,,,,,,,,,"money,business",4,,,,,,,
406,"lady,birthday",4,,,,,,,,,"business,feelings",4,,,,,,,,,,,"feelings,performance",4,,,,,,,,,,,,,"performance,god",5,,,,,"chocolate,performance",3,"performance,beauty",5,,,"beauty,performance",4,,,,,"god,country",3,,,,,,,"lady,text",4,,,,,,,,,,,,,"morning,girl",3,,,,,,,,,,,,,,,,,,,"god,night",3,,,,,,,,,,,,,,,,,"morning,dog",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"morning,night",2,,,,,,,,,,,,,,,,,,,,,"area,hair",1,,,,,,,"morning,girl",3,"performance,morning",4,"country,hair",5,,,,,,,,,"hair,text",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"area,apple",2,,,,,,,,,,,,,,,,,"birthday,death",5,,,,,,,,,,,
495,"lady,birthday",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"beauty,performance",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dog,lady",4,,,,,,,,,,,,,,,,,"beauty,apple",3,,,,,"artist,weight",1,,,,,,,,,,,,,"artist,girl",2,"business,feelings",1,,,,,"night,dog",3,,,,,,,,,,,"dog,lady",5,"training,security",1,"dog,lady",5,,,"food,beauty",5,,,,,,,"girl,morning",2,,,,,,,,,,,,,,,,,,,,,,,"chocolate,business",1,"beer,wedding",3,,,,,,,,,,,,,,,,,,,,,,,"wedding,dog",2,,,,,,,,,,,,,,,"hair,country",1,,,,,,,,,,,,,,,,,,,,,,,"gift,artist",3,,,,,,,,,"birthday,ocean",1,,,,,,,"wings,artist",1,,,,,
280,"lady,birthday",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lady,hair",3,,,"god,heart",4,,,,,,,,,,,,,,,,,,,,,,,,,"lady,girl",4,,,,,,,,,,,,,"god,holiday",4,,,,,,,,,,,,,,,,,,,"wedding,girl",4,"wedding,girl",4,,,,,,,,,,,,,,,,,"dog,feelings",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"relationship,girl",3,,,,,,,,,,,"child,beauty",3,,,"chocolate,business",3,,,,,,,,,"dog,morning",4,,,"morning,dog",4,,,,,,,,,,,,,,,,,,,,,,,"wedding,hair",4,"performance,beer",3,"phone,artist",4,,,,,,,,,"hair,country",3,,,,,,,,,,,,,"god,money",3,,,,,,,"legs,artist",3,"hair,god",3,,,,,,,,,,,,,,,
485,"lady,history",3.5,,,,,"beauty,lady",4,,,,,,,,,,,,,,,,,"girl,beauty",3,,,"dog,country",4,"beer,god",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"food,beauty",4,,,,,,,,,,,,,,,,,,,"beer,heart",3,,,,,"beer,area",3,"dog,lady",4,"dog,lady",3,,,,,"money,child",4,,,,,,,,,,,"hair,country",4,,,,,,,,,,,,,,,,,"dog,feelings",3,,,"birthday,area",3,,,,,,,,,,,"feelings,relationship",3,,,,,,,,,"morning,artist",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"morning,dog",3,,,,,,,,,,,,,"wedding,dog",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"area,wedding",3,,,,,,,,,,,,,,,,,,,,,,,,,"god,artist",4,
468,"lady,birthday",4,,,,,,,"beauty,lady",4,,,"hair,lady",3,,,,,,,,,,,,,,,,,,,,,,,,,,,"lady,birthday",3,,,,,,,,,,,,,,,,,,,"apple,god",3,,,,,,,,,"food,beauty",3,,,"morning,artist",3,,,,,"lady,girl",5,,,"birthday,lady",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"artist,girl",4,,,,,"weight,girl",3,,,,,,,,,,,"phone,artist",4,,,,,,,,,,,,,,,,,"girl,morning",3,,,,,,,,,,,,,"artist,country",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dog,country",3,,,,,,,,,,,"wedding,hair",4,,,,,,,,,,,"area,birthday",2,,,,,"wedding,weight",3,"morning,birthday",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phone,birthday",1,,,
247,"lady,birthday",2,,,,,,,,,,,,,,,,,,,,,,,"performance,beauty",1,,,,,,,,,,,,,,,"lady,hair",3,,,,,,,,,,,,,"god,country",2,,,,,,,,,,,,,"heart,beauty",5,,,,,"morning,artist",1,,,,,,,,,,,,,,,,,,,"god,country",2,,,,,"dog,lady",2,,,,,,,,,,,,,,,,,,,,,,,,,"business,feelings",4,,,,,,,,,,,"dog,feelings",4,,,,,,,"beauty,security",2,,,,,,,"feelings,relationship",4,,,,,,,,,,,,,,,"morning,night",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"country,hair",5,,,,,"wedding,dog",4,"wedding,dog",5,,,,,"night,dog",3,,,,,,,,,"country,apple",3,,,,,,,,,,,"morning,birthday",2.5,,,,,,,,,,,"gift,artist",5,,,,,,,,,,,,,,,,,,,,,,,
496,"lady,birthday",1,,,,,,,,,"business,wedding",1,,,"lady,beer",2,,,,,,,"feelings,performance",1,,,,,,,,,"performance,god",1,"god,performance",1,,,,,,,,,,,"beauty,performance",2,,,,,,,,,,,,,"apple,holiday",1,,,,,,,,,,,,,,,"morning,girl",1,"morning,girl",1,,,,,,,,,"god,security",,,,,,,,,,,,,,,,,,"business,beauty",1,,,,,,,"dog,history",1,,,,,,,,,,,,,,,,,,,,,,,,,,,"birthday,chocolate",1,,,,,,,,,,,,,,,,,,,,,,,"relationship,girl",1,,,,,,,,,,,,,,,,,"chocolate,beauty",1,,,,,,,,,,,,,"performance,girl",2,,,,,,,,,,,,,,,,,,,"wedding,hair",3,,,"performance,birthday",1,,,,,,,,,,,,,,,,,,,,,,,"wedding,apple",3,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,"lady,birthday",3,,,"god,chocolate",2,,,,,,,,,,,,,,,,,,,,,"beauty,girl",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"heart,apple",2,,,,,,,,,"morning,god",2,,,,,,,,,,,,,,,,,"birthday,lady",2,,,,,"beer,heart",3,"beer,heart",2,,,,,,,,,,,"beauty,business",3,,,,,"artist,morning",2,,,,,,,,,,,,,,,,,,,,,"night,dog",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wings,girl",2.5,,,"child,beauty",4,,,,,,,,,,,,,,,,,"morning,dog",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wings,hair",2,,,"wedding,area",2,,,,,"ocean,night",2,,,,,,,,,"birthday,performance",4,,,,,"hair,god",2,,,,,,,,,,,"business,birthday",2,,,
